addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,geometry,index_right,BASE_DATE,ADM_CD,ADM_NM
경기도 화성시 동탄중앙로 410-30,(석우동),31,0.0,인문(문화/예술/역사),체험관광지,이색체험,2736416,12,20210825200004,,,,127.0814549,37.21443859,6.0,20250324100534,31.0,,알콩달콩유아숲체험원,18451,POINT (127.0814549 37.21443859),2464,20240630,31240610,동탄1동
경기도 화성시 동탄중앙로 410-30,(석우동),31,0.0,인문(문화/예술/역사),휴양관광지,공원,2733844,12,20210813192441,,,,127.0814549,37.21443859,6.0,20250321161141,31.0,,큰재봉공원,18451,POINT (127.0814549 37.21443859),2464,20240630,31240610,동탄1동
경기도 화성시 동탄중앙로 438-30,(석우동),31,0.0,인문(문화/예술/역사),역사관광지,유적지/사적지,2733854,12,20210813193835,,,,127.0846408,37.21316657,6.0,20250321101012,31.0,,반남박씨묘역,18451,POINT (127.0846408 37.21316657),2464,20240630,31240610,동탄1동
경기도 화성시 동탄지성로 102,,31,,쇼핑,쇼핑,사후면세점,3306068,38,20240411174207,,,,127.064215,37.20814734,6.0,20240612155839,31.0,,올리브영 동탄센트럴파크점,18434,POINT (127.064215 37.20814734),2464,20240630,31240610,동탄1동
경기도 화성시 동탄지성로 187 (능동),능동 460-23 1층,31,,음식,음식점,한식,3351687,39,20240821162719,,,,127.0551851,37.21134403,6.0,20250320162543,31.0,,최미삼 순대국 능동점,18421,POINT (127.0551851 37.21134403),2457,20240630,31240520,진안동
경기도 화성시 동탄지성로 202,(능동),31,,음식,음식점,한식,2741017,39,20210907230336,http://tong.visitkorea.or.kr/cms/resource/26/2775226_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2775226_image2_1.jpg,Type3,127.0540158,37.21278829,6.0,20250407141528,31.0,,경원궁,18421,POINT (127.0540158 37.21278829),2457,20240630,31240520,진안동
경기도 화성시 동탄지성로 221,(병점동),31,,음식,음식점,중식,2751496,39,20210930004639,http://tong.visitkorea.or.kr/cms/resource/28/2751628_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2751628_image3_1.jpg,Type3,127.0525603,37.21340764,6.0,20241218195903,31.0,,고금기객잔,18421,POINT (127.0525603 37.21340764),2459,20240630,31240540,병점2동
경기도 화성시 동탄지성로 222,,31,,음식,음식점,한식,2865866,39,20221012111245,http://tong.visitkorea.or.kr/cms/resource/56/2865856_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2865856_image3_1.jpg,Type3,127.0531408,37.2138937,6.0,20240404100640,31.0,,생곡메밀막국수,18421,POINT (127.0531408 37.2138937),2457,20240630,31240520,진안동
경기도 화성시 동탄치동천로2길 16,,31,,음식,음식점,한식,2866105,39,20221012130657,http://tong.visitkorea.or.kr/cms/resource/97/2866097_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2866097_image3_1.jpg,Type3,127.1258762,37.20300459,6.0,20240628163423,31.0,,동탄미미칼국수,18474,POINT (127.1258762 37.20300459),2002,20240630,31240650,동탄5동
경기도 화성시 동탄치동천로3길 12,(영천동),31,,음식,음식점,서양식,2753804,39,20211006211323,http://tong.visitkorea.or.kr/cms/resource/76/2753876_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2753876_image2_1.jpg,Type3,127.1231625,37.20437939,6.0,20240813105511,31.0,,포시즌키친,18474,POINT (127.1231625 37.20437939),2002,20240630,31240650,동탄5동
경기도 화성시 동탄치동천로3길 6-27,(영천동),31,,음식,음식점,이색음식점,2756772,39,20211014004346,http://tong.visitkorea.or.kr/cms/resource/13/2756913_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2756913_image2_1.jpg,Type3,127.1219238,37.20339892,6.0,20240717215747,31.0,,리옹 동탄본점,18474,POINT (127.1219238 37.20339892),2002,20240630,31240650,동탄5동
경기도 화성시 동학산2길 7,,31,,음식,음식점,한식,2917485,39,20221124134307,http://tong.visitkorea.or.kr/cms/resource/76/2917476_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2917476_image3_1.jpg,Type3,127.0746636,37.22498447,6.0,20240702150653,31.0,,가빈정,18450,POINT (127.0746636 37.22498447),2464,20240630,31240610,동탄1동
경기도 화성시 마당바위로 324,,31,,음식,음식점,한식,2865890,39,20221012112022,http://tong.visitkorea.or.kr/cms/resource/76/2865876_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2865876_image3_1.jpg,Type3,126.9308727,37.16370289,6.0,20240625131021,31.0,,상봉칼국수,18336,POINT (126.9308727 37.16370289),2437,20240630,31240120,봉담읍
경기도 화성시 마도면 해운로630번길 49,,31,,레포츠,육상 레포츠,골프,2747383,28,20210918012520,http://tong.visitkorea.or.kr/cms/resource/09/2747409_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2747409_image2_1.jpg,Type3,126.7532109,37.17182936,6.0,20240805000001,31.0,,링크나인GC,18544,POINT (126.7532109 37.17182936),3212,20240630,31240350,마도면
경기도 화성시 매송면 매봉로 40-16,,31,0.0,인문(문화/예술/역사),산업관광지,기타,736355,12,20090519233530,http://tong.visitkorea.or.kr/cms/resource/94/3396494_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/94/3396494_image3_1.JPG,Type3,126.9240072,37.24612934,6.0,20250324095442,31.0,,원평허브농원,18287,POINT (126.9240072 37.24612934),2441,20240630,31240310,매송면
경기도 화성시 매송면 매송고색로395번길 11,,31,,음식,음식점,카페/전통찻집,2740965,39,20210907220504,http://tong.visitkorea.or.kr/cms/resource/25/2775325_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2775325_image2_1.jpg,Type3,126.9485939,37.24474104,6.0,20240806102704,31.0,,바오밥식물원,18290,POINT (126.9485939 37.24474104),2441,20240630,31240310,매송면
경기도 화성시 매송면 매송북길 179,,31,,레포츠,수상 레포츠,민물낚시,131426,28,20020626090000,,,,126.9017415,37.28437173,6.0,20241118135932,31.0,031-295-9949,송라저수지,18287,POINT (126.9017415 37.28437173),2441,20240630,31240310,매송면
경기도 화성시 매송면 매송북길 282,,31,,레포츠,수상 레포츠,민물낚시,1867776,28,20131206014920,http://tong.visitkorea.or.kr/cms/resource/59/1861959_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/1861959_image3_1.jpg,Type3,126.9104184,37.28696047,6.0,20250331162358,31.0,031-296-5751,신촌낚시터,18288,POINT (126.9104184 37.28696047),2441,20240630,31240310,매송면
경기도 화성시 매송면 어사로 279,,31,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,2751586,14,20210930014123,http://tong.visitkorea.or.kr/cms/resource/61/2751661_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2751661_image3_1.jpg,Type3,126.9211983,37.27424547,6.0,20250108140802,31.0,,드림아트스페이스,18288,POINT (126.9211983 37.27424547),2441,20240630,31240310,매송면
경기도 화성시 매송면 어사로 47,,31,,레포츠,수상 레포츠,민물낚시,131427,28,20020625090000,http://tong.visitkorea.or.kr/cms/resource/60/1861960_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1861960_image3_1.jpg,Type3,126.9145106,37.25544198,6.0,20250326170140,31.0,031-291-3665,어천저수지,18287,POINT (126.9145106 37.25544198),2441,20240630,31240310,매송면
경기도 화성시 매송면 어천리,,31,,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,3013904,12,20230921160445,http://tong.visitkorea.or.kr/cms/resource/19/3004019_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3004019_image3_1.jpg,Type3,126.9038979,37.2479371,6.0,20241126152933,31.0,,행복텃밭,18287,POINT (126.9038979 37.2479371),2441,20240630,31240310,매송면
경기도 화성시 매송면 어천리,164,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2909039,28,20221115161324,http://tong.visitkorea.or.kr/cms/resource/17/2909017_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/2909017_image3_1.JPG,Type3,126.9160659,37.2580667,6.0,20240617141643,31.0,,화성시매송오토캠핑장,18287,POINT (126.9160659 37.2580667),2441,20240630,31240310,매송면
경기도 화성시 매송면 원평리,,31,,레포츠,육상 레포츠,승마,3013896,28,20230921155637,http://tong.visitkorea.or.kr/cms/resource/18/3004018_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3004018_image3_1.jpg,Type3,126.92166,37.25178142,6.0,20241118101636,31.0,,홀스메이트승마클럽,18289,POINT (126.92166 37.25178142),2441,20240630,31240310,매송면
경기도 화성시 매송면 화성로 2407-4,,31,0.0,인문(문화/예술/역사),휴양관광지,공원,2751585,12,20210930014112,http://tong.visitkorea.or.kr/cms/resource/80/2751580_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2751580_image2_1.jpg,Type3,126.9283873,37.24846248,6.0,20250328135522,31.0,,매송체육공원,18289,POINT (126.9283873 37.24846248),2441,20240630,31240310,매송면
경기도 화성시 반송동,,31,,인문(문화/예술/역사),문화시설,공연장,3081930,14,20231004174357,http://tong.visitkorea.or.kr/cms/resource/90/3081890_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/3081890_image3_1.JPG,Type3,127.0743893,37.20012345,6.0,20240116104359,31.0,,동탄복합문화센터반석아트홀,18459,POINT (127.0743893 37.20012345),2464,20240630,31240610,동탄1동
경기도 화성시 반송동 29,,31,0.0,인문(문화/예술/역사),휴양관광지,공원,2734903,12,20210818223649,http://tong.visitkorea.or.kr/cms/resource/54/2739054_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/54/2739054_image2_1.JPG,Type3,127.0655481,37.20958053,6.0,20250331131533,31.0,,개나리공원,,POINT (127.0655481 37.20958053),2464,20240630,31240610,동탄1동
경기도 화성시 반월동,,31,,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,3017602,12,20231004164626,http://tong.visitkorea.or.kr/cms/resource/74/3004274_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3004274_image3_1.jpg,Type3,127.0516209,37.23411356,6.0,20240926192621,31.0,,달콤딸기농장,18375,POINT (127.0516209 37.23411356),2460,20240630,31240550,반월동
경기도 화성시 발안로 357-9,,31,,음식,음식점,한식,2865441,39,20221011171003,http://tong.visitkorea.or.kr/cms/resource/22/2865422_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/22/2865422_image3_1.jpeg,Type3,126.9472221,37.13321504,6.0,20240226172152,31.0,,콩미가손두부향남직영점,18589,POINT (126.9472221 37.13321504),2439,20240630,31240140,향남읍
경기도 화성시 배양동,배양교~세마교,31,,레포츠,육상 레포츠,트래킹,1835565,28,20130808031244,,,,126.9936152,37.23025186,6.0,20250331111023,31.0,,[경기옛길 삼남길 제6길] 화성효행길(배양교~세마교),18340,POINT (126.9936152 37.23025186),2461,20240630,31240560,기배동
경기도 화성시 병점1로 110 (병점동),,31,,인문(문화/예술/역사),휴양관광지,공원,3017599,12,20231004163441,http://tong.visitkorea.or.kr/cms/resource/62/3004262_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3004262_image3_1.jpg,Type3,127.0455806,37.20481128,6.0,20250114141236,31.0,,구봉산근린공원,18416,POINT (127.0455806 37.20481128),2459,20240630,31240540,병점2동
경기도 화성시 병점3로 2,,31,,쇼핑,쇼핑,사후면세점,3307706,38,20240411182734,,,,127.0338789,37.20743577,6.0,20240611134759,31.0,,올리브영 병점역점,18412,POINT (127.0338789 37.20743577),2457,20240630,31240520,진안동
경기도 화성시 병점중앙로 241-4,(진안동),31,,음식,음식점,한식,2741023,39,20210907232122,http://tong.visitkorea.or.kr/cms/resource/94/2775294_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2775294_image2_1.jpg,Type3,127.0337258,37.21872057,6.0,20240812172602,31.0,,더파크,18389,POINT (127.0337258 37.21872057),2457,20240630,31240520,진안동
경기도 화성시 병점중앙로 87 태안병점 브이타운,,31,,음식,음식점,한식,2866000,39,20221012115112,http://tong.visitkorea.or.kr/cms/resource/90/2865990_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2865990_image3_1.jpg,Type3,127.0419115,37.20633604,6.0,20240711102645,31.0,,밀가촌국수,18414,POINT (127.0419115 37.20633604),2458,20240630,31240530,병점1동
경기도 화성시 보통내길219번길 13-12,,31,,음식,음식점,카페/전통찻집,2809092,39,20220303153831,,,,126.9691907,37.19345013,6.0,20240603144741,31.0,,혜경궁베이커리,18516,POINT (126.9691907 37.19345013),3218,20240630,31240430,정남면
경기도 화성시 봉담읍 가능골2길 39,,31,,음식,음식점,한식,2753147,39,20211006010544,,,,126.9353272,37.18730301,6.0,20250106153803,31.0,,산골추어탕,18334,POINT (126.9353272 37.18730301),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 내리,,31,,레포츠,육상 레포츠,승마,3075881,28,20230921120818,,,,126.9262574,37.23107001,6.0,20241121144120,31.0,,화성홀스파크,18294,POINT (126.9262574 37.23107001),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 덕리,산3-1,31,,자연,자연관광지,자연휴양림,3017491,12,20231004143606,http://tong.visitkorea.or.kr/cms/resource/54/3004154_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3004154_image3_1.jpg,Type3,126.9390134,37.17195208,6.0,20240913152658,31.0,,서봉산산림욕장,18336,POINT (126.9390134 37.17195208),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 도곡1길 20-21,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2792234,28,20211211021501,http://tong.visitkorea.or.kr/cms/resource/19/2800919_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/2800919_image2_1.JPG,Type3,126.9203866,37.19974853,6.0,20240812095620,31.0,,풀내음캠핑장,18333,POINT (126.9203866 37.19974853),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 동화길 146,,31,0.0,인문(문화/예술/역사),체험관광지,이색체험,2610168,12,20190709192438,,,,126.9607215,37.21247833,6.0,20250321155257,31.0,,화성시어린이문화센터,18316,POINT (126.9607215 37.21247833),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 동화길 89,,31,,쇼핑,쇼핑,사후면세점,3306336,38,20240411183902,,,,126.9586937,37.21676668,6.0,20240612152915,31.0,,올리브영 화성봉담점,18302,POINT (126.9586937 37.21676668),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 매봉로 218,,31,,레포츠,육상 레포츠,승마,131870,28,20061115090000,http://tong.visitkorea.or.kr/cms/resource/72/1900072_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1900072_image3_1.jpg,Type3,126.9256102,37.23120054,6.0,20250331152302,31.0,,퀸승마클럽,18294,POINT (126.9256102 37.23120054),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 매봉로 341,1층,31,,음식,음식점,카페/전통찻집,3354923,39,20240828091009,http://tong.visitkorea.or.kr/cms/resource/91/3427891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3427891_image3_1.jpg,Type1,126.9369927,37.22555139,6.0,20250313141316,31.0,,초동집 화성점,18295,POINT (126.9369927 37.22555139),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 삼천병마로 1063,,31,,음식,음식점,한식,2754730,39,20211007234616,http://tong.visitkorea.or.kr/cms/resource/38/2755138_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2755138_image2_1.jpg,Type3,126.9415957,37.2024847,6.0,20231226141423,31.0,,구가네통영굴밥,18332,POINT (126.9415957 37.2024847),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 상리 22-10,,31,0.0,인문(문화/예술/역사),휴양관광지,공원,2747354,12,20210918010451,,,,126.9513332,37.21972454,6.0,20250324111725,31.0,,봉담 호수공원,,POINT (126.9513332 37.21972454),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 생수길 96,,31,,레포츠,육상 레포츠,승마,2741625,28,20210908231322,http://tong.visitkorea.or.kr/cms/resource/08/2741808_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2741808_image2_1.jpg,Type3,126.9471788,37.19309144,6.0,20240805000001,31.0,,에이원승마클럽,18332,POINT (126.9471788 37.19309144),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 쇠틀길 10,,31,,음식,음식점,서양식,2741022,39,20210907231505,http://tong.visitkorea.or.kr/cms/resource/34/2775434_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2775434_image3_1.jpg,Type3,126.9712153,37.19845791,6.0,20250115174011,31.0,,안나의 정원,18327,POINT (126.9712153 37.19845791),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 오궁길 37,,31,,인문(문화/예술/역사),문화시설,미술관/화랑,3081851,14,20230921120452,,,,126.9794033,37.20567945,6.0,20250321095846,31.0,,엄미술관,18327,POINT (126.9794033 37.20567945),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 와우리 125,,31,,쇼핑,쇼핑,사후면세점,2916313,38,20221031010809,http://tong.visitkorea.or.kr/cms/resource/64/2882364_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2882364_image3_1.jpg,Type3,126.9747616,37.22103314,6.0,20240323203436,31.0,,롯데하이마트 봉담점,18298,POINT (126.9747616 37.22103314),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 유리,333,31,,레포츠,수상 레포츠,민물낚시,131032,28,20020702090000,http://tong.visitkorea.or.kr/cms/resource/83/1860983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1860983_image3_1.jpg,Type3,126.9272145,37.17115196,6.0,20250324111948,31.0,031-298-9116,덕우저수지,18334,POINT (126.9272145 37.17115196),2437,20240630,31240120,봉담읍
경기도 화성시 봉담읍 효행로 278,,31,,쇼핑,쇼핑,사후면세점,2925118,38,20221101142451,http://tong.visitkorea.or.kr/cms/resource/61/2882361_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2882361_image3_1.jpg,Type3,126.9727118,37.22264403,6.0,20240423195057,31.0,,이마트 화성봉담,18298,POINT (126.9727118 37.22264403),2437,20240630,31240120,봉담읍
경기도 화성시 비봉면 구포리,,31,,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,3013915,12,20230921161102,http://tong.visitkorea.or.kr/cms/resource/46/3004046_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3004046_image3_1.jpg,Type3,126.8864385,37.24297348,6.0,20241127094205,31.0,,요들팜,18291,POINT (126.8864385 37.24297348),3211,20240630,31240330,비봉면
경기도 화성시 비봉면 남이로,,31,0.0,인문(문화/예술/역사),역사관광지,유적지/사적지,125559,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/12/3393212_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/12/3393212_image3_1.JPG,Type3,126.8317266,37.24851076,6.0,20250324104915,31.0,,남이장군묘 (화성),18282,POINT (126.8317266 37.24851076),3211,20240630,31240330,비봉면
경기도 화성시 비봉면 남이로132번길 79-13,,31,,레포츠,수상 레포츠,민물낚시,2747371,28,20210918011217,http://tong.visitkorea.or.kr/cms/resource/85/2747385_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2747385_image2_1.jpg,Type3,126.8348072,37.23860362,6.0,20240517101708,31.0,,남전낚시터,18282,POINT (126.8348072 37.23860362),3211,20240630,31240330,비봉면
경기도 화성시 비봉면 남전리,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",3081858,28,20231005095713,http://tong.visitkorea.or.kr/cms/resource/54/3081854_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/54/3081854_image3_1.JPG,Type3,126.8499032,37.23342394,6.0,20240116102255,31.0,,마실휴양농원,18282,POINT (126.8499032 37.23342394),3211,20240630,31240330,비봉면
경기도 화성시 비봉면 미륵골로 108-17,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2792239,28,20211211021809,http://tong.visitkorea.or.kr/cms/resource/06/2800906_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/06/2800906_image3_1.JPG,Type3,126.869971,37.22676673,6.0,20241211130541,31.0,,엘리캠핑장,18284,POINT (126.869971 37.22676673),3211,20240630,31240330,비봉면
경기도 화성시 비봉면 일묵동길 24,,31,0.0,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,982142,12,20100322201924,http://tong.visitkorea.or.kr/cms/resource/12/3396512_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/12/3396512_image3_1.JPG,Type3,126.8793447,37.24132632,6.0,20250321175935,31.0,,진주목장 낙농체험,18283,POINT (126.8793447 37.24132632),3211,20240630,31240330,비봉면
경기도 화성시 비봉면 자안리,,31,,레포츠,육상 레포츠,승마,3017394,28,20231004120356,http://tong.visitkorea.or.kr/cms/resource/94/3004094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3004094_image3_1.jpg,Type3,126.8740684,37.2072635,6.0,20241125113434,31.0,,화성승마장,18293,POINT (126.8740684 37.2072635),3211,20240630,31240330,비봉면
경기도 화성시 비봉면 자청로207번길 21-60,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2763401,28,20211027185204,http://tong.visitkorea.or.kr/cms/resource/94/2763494_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/94/2763494_image2_1.JPG,Type3,126.8944081,37.20950805,6.0,20240722132841,31.0,,산내들야영장,18293,POINT (126.8944081 37.20950805),3211,20240630,31240330,비봉면
경기도 화성시 비봉면 자청로207번길 21-73,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2762819,28,20211026234257,http://tong.visitkorea.or.kr/cms/resource/35/2763235_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/35/2763235_image2_1.JPG,Type3,126.8945858,37.21065236,6.0,20240612113435,31.0,,산들래 야영장,18293,POINT (126.8945858 37.21065236),3211,20240630,31240330,비봉면
경기도 화성시 비봉면 청요리,,31,,레포츠,육상 레포츠,승마,3017371,28,20231004114931,http://tong.visitkorea.or.kr/cms/resource/73/3004573_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3004573_image3_1.jpg,Type3,126.8896753,37.20566952,6.0,20241121144421,31.0,,비봉승마장,18293,POINT (126.8896753 37.20566952),3211,20240630,31240330,비봉면
경기도 화성시 삼성1로 329,,31,,음식,음식점,한식,2865930,39,20221012113259,http://tong.visitkorea.or.kr/cms/resource/26/2865926_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2865926_image3_1.jpg,Type3,127.067689,37.23052815,6.0,20240625134952,31.0,,백리원,18382,POINT (127.067689 37.23052815),2460,20240630,31240550,반월동
경기도 화성시 삼성1로 84,,31,,음식,음식점,한식,2842294,39,20220823170459,http://tong.visitkorea.or.kr/cms/resource/83/2842283_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2842283_image3_1.jpg,Type3,127.08068,37.21166945,6.0,20240126100729,31.0,,동탄곤드레밥집,18451,POINT (127.08068 37.21166945),2464,20240630,31240610,동탄1동
경기도 화성시 삼천병마로 265-2,,31,,쇼핑,쇼핑,사후면세점,2914446,38,20221031011028,http://tong.visitkorea.or.kr/cms/resource/86/2882386_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2882386_image3_1.jpg,Type3,126.9118224,37.13692509,6.0,20240323202256,31.0,,롯데하이마트 발안점,18587,POINT (126.9118224 37.13692509),2439,20240630,31240140,향남읍
경기도 화성시 삼천병마로 295,,31,,쇼핑,쇼핑,사후면세점,2923494,38,20221031011115,http://tong.visitkorea.or.kr/cms/resource/89/2882389_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2882389_image3_1.jpg,Type3,126.9135389,37.13903877,6.0,20240323171435,31.0,,엘지베스트샵 발안점,18587,POINT (126.9135389 37.13903877),2439,20240630,31240140,향남읍
경기도 화성시 삼천병마로 355-87,,31,,음식,음식점,카페/전통찻집,2862859,39,20221004112915,http://tong.visitkorea.or.kr/cms/resource/47/2862847_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2862847_image3_1.jpg,Type3,126.9197825,37.14710183,6.0,20240208100716,31.0,,장수천한방장어 자연샘카페,18533,POINT (126.9197825 37.14710183),3215,20240630,31240380,팔탄면
경기도 화성시 새솔동,,31,0.0,자연,자연관광지,자연생태관광지,2757433,12,20211015003022,,,,126.850069,37.26295385,6.0,20250321171959,31.0,,비봉습지공원,,POINT (126.850069 37.26295385),3211,20240630,31240330,비봉면
경기도 화성시 새솔동,,31,,음식,음식점,카페/전통찻집,3017576,39,20231004154314,http://tong.visitkorea.or.kr/cms/resource/94/3004194_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3004194_image3_1.jpg,Type3,126.8185463,37.28307596,6.0,20241129143949,31.0,,큐리키즈카페 송산신도시점,18244,POINT (126.8185463 37.28307596),900,20240630,31240670,새솔동
경기도 화성시 서신면 궁평리 513-9,,31,0.0,인문(문화/예술/역사),휴양관광지,공원,2757397,12,20211015001609,http://tong.visitkorea.or.kr/cms/resource/88/2757388_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2757388_image3_1.jpg,Type3,126.6833017,37.12849426,6.0,20250108152417,31.0,,궁평유원지,,POINT (126.6833017 37.12849426),3214,20240630,31240370,서신면
경기도 화성시 서신면 궁평리 660-41,,31,0.0,자연,자연관광지,자연생태관광지,2733830,12,20210813185943,,,,126.6850462,37.12096461,6.0,20250320174743,31.0,,궁평해송군락지,,POINT (126.6850462 37.12096461),3214,20240630,31240370,서신면
경기도 화성시 서신면 궁평항로 1049-24,,31,,쇼핑,쇼핑,전문매장/상가,1960233,38,20141027224247,,,,126.6812884,37.116079,6.0,20241118135551,31.0,031-355-9692,궁평항수산물직판장,18556,POINT (126.6812884 37.116079),3214,20240630,31240370,서신면
경기도 화성시 서신면 궁평항로 1069-11,,31,0.0,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,128916,12,20060412090000,,,,126.6834715,37.1162068,6.0,20240613102021,31.0,,화성 궁평어촌체험휴양마을,18556,POINT (126.6834715 37.1162068),3214,20240630,31240370,서신면
경기도 화성시 서신면 궁평항로 1069-12,,31,,레포츠,수상 레포츠,바다낚시,2782600,28,20211129192927,http://tong.visitkorea.or.kr/cms/resource/54/2786754_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2786754_image2_1.jpg,Type3,126.6836965,37.11683173,6.0,20240613141601,31.0,,궁평항피싱피어,18556,POINT (126.6836965 37.11683173),3214,20240630,31240370,서신면
경기도 화성시 서신면 궁평항로 1069-17,,31,0.0,자연,자연관광지,항구/포구,2514454,12,20171107232651,http://tong.visitkorea.or.kr/cms/resource/20/2947320_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2947320_image3_1.jpg,Type1,126.6789136,37.11540126,6.0,20241209134035,31.0,,궁평항,18556,POINT (126.6789136 37.11540126),3214,20240630,31240370,서신면
경기도 화성시 서신면 궁평항로 1069-17,,31,,음식,음식점,한식,2782824,39,20211129225813,http://tong.visitkorea.or.kr/cms/resource/83/2786883_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2786883_image2_1.jpg,Type3,126.6829688,37.11671784,6.0,20241223164325,31.0,,궁평의하루,18556,POINT (126.6829688 37.11671784),3214,20240630,31240370,서신면
