contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,booktour,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
2873488,39,김봉창 코다리,2.0221E+13,2.02402E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/65/2873465_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2873465_image3_1.jpg,Type3,31,2,A05,A0502,A05020100,경기도 고양시 덕양구 북한산로 515,,10582,126.954873,37.67073615,6,김봉창 코다리는 북한산성 입구 근처에 있는 코다리조림 전문점이다. 황토색 건물로 된 이 식당은 길가에 있어 찾기 쉽고 건물 뒤쪽에 넓은 주차장이 있어 편하게 주차할 수 있다. 매장 전체가 나무로 되어 있고 테이블이 많이 배치되어 있으며 각종 모임을 할 수 있는 룸을 갖추고 있다. 이곳은 코다리 조림과 가오리 조림 두 가지 메뉴에 1인 1 주문으로 2인 이상 주문할 수 있고 공깃밥은 별도이다. 매장 한쪽에는 추가 반찬을 이용할 수 있는 셀프바가 준비되어 있고 메인 메뉴가 나오면 직원이 직접 손질해 준다. 주말에는 항상 대기가 있어 대기 시 입구에 대기 명단 표에 이름과 인원수를 적은 후 대기실에서 기다리면 호명해 준다. 김봉창 코다리는 전 메뉴 포장되며 포장 시 할인된다.
2877273,39,김삿갓밥집,2.0221E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/66/2877266_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2877266_image3_1.jpg,Type3,31,9,A05,A0502,A05020100,경기도 남양주시 경춘로 2483,,12192,127.3615778,37.66418872,6,"경기도 남양주시에 있는 보리밥 전문점이다. 18년째 언론 노출을 전혀 하지 않고 입소문으로만 명맥이 유지되고 있다. 외부는 정원이 예쁘게 꾸며져 있으며, 내부는 넓고 깔끔하며 층고가 높아서 쾌적하고 편안한 분위기에서 식사할 수 있다. 대표메뉴인 보리밥 정식은 30가지 종류의 반찬과 수육, 호박죽으로 구성되어 있다. 30찬의 상차림은 유기 비빔 그릇과 들기름, 고추장, 보리밥이 기본으로 제공되며, 밥은 보리와 쌀을 이상적인 비율로 섞은 혼식으로 나온다. 기본 반찬은 추가가 가능하다. 주차장이 넓어서 주차하기 편리하다."
2829013,39,김성민커피,2.02207E+13,2.02501E+13,,,"<a href=""http://instagram.com/kimsungmin_coffee""target=""_blank"" title=""새창 : 김성민커피 사이트로 이동"">http://instagram.com/kimsungmin_coffee</a>",,http://tong.visitkorea.or.kr/cms/resource/11/2829011_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2829011_image3_1.jpg,Type3,31,13,A05,A0502,A05020900,경기도 수원시 영통구 권선로882번길 80,,16683,127.0412354,37.24712575,6,"수원시 신동 카페거리에 있다. 모든 커피 메뉴는 디카페인이 가능하다. 얼그레이버터바, 모카초코버터바, 딸기타르트, 바스크 치즈케이크, 쿠키 등 다양한 디저트 메뉴가 있다. 그중 바스크치즈케이크가 인기 메뉴다. 반려견 동반이 가능한 카페로 메뉴에 반려견을 위한 개푸치노가 있다. 야외테이블도 있으며 실내는 나무 천장 등 감각적인 인테리어와 함께 다양한 좌석이 마련되어 있다. 곳곳에 예쁜 조명과 인테리어 소품이 있어 사진 찍기에도 좋다. 특히 출입문 옆에는 타일 벽으로 만들어진 포토존도 마련되어 있다. 공부하는 사람들을 위해 카운터에서 연필을 제공하기도 한다. 또 무릎담요와 강아지용 담요, 다양한 케이블 등 손님을 위한 서비스가 돋보이는 카페이다."
2830805,39,김수언스시 본점,2.02208E+13,2.02401E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/93/2830793_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/93/2830793_image3_1.jpeg,Type3,31,4,A05,A0502,A05020300,경기도 광명시 소하로 81,아이플랙스 2층 201호,14316,126.884033,37.44768858,6,"김수언스시는 경기도 광명시 소하동에 위치한 초밥집이다. 18년 이상 경력의 오너셰프가 신선한 재료를 사용하여 초대리의 비율부터 사시미의 두께, 밥 그램 수를 고객들이 초밥을 먹었을 때 최고의 행복을 느낄 수 있는 조합으로 연구했다. 덕분에 캐주얼한 초밥에서 느낄 수 있는 감성은 그대로 유지하면서도 저렴한 가격으로 최고의 초밥을 맛볼 수 있다. 다양한 세트 메뉴가 있어 코스 요리로도 즐길 수 있다. 내부는 넓고 쾌적하게 관리되고 있다. 건물 지하 주차장에 무료 주차가 가능하다. 편리한 이용을 위해서는 방문 하루 전 예약을 하는 것이 좋으며, 당일 예약은 전화 문의가 필요하다."
2910089,39,김순남청국장,2.02211E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/86/2910086_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2910086_image3_1.jpg,Type3,31,23,A05,A0502,A05020100,경기도 용인시 처인구 백옥대로 885,,17147,127.2074768,37.2151241,6,"김순남청국장은 용인시 처인구 은화삼CC 입구에 있는 골프들의 성지와도 같은 식당이다. 은화삼CC, 세현CC, 해솔리아CC 등이 근처에 있어 골퍼들이 아침 식사하기 좋으며 골퍼들이 만남의 장소로 이용할 만큼 주차장이 넓고 편리하다. 대표 메뉴는 청국장 정식인데 잘 끓인 청국장에 계란후라이, 더덕구이, 고소한 두부 부침 등 다양한 밑반찬을 곁들여 낸다. 그 외 황태해장국, 배추된장국 등의 메뉴도 마련되어 있다."
2750708,39,김쉐프의텃밭,2.02109E+13,2.02412E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/05/2932305_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2932305_image3_1.jpg,Type3,31,26,A05,A0502,A05020700,경기도 이천시 백사면 청백리로89번길 31,,17316,127.4721169,37.30556843,6,"제철에 나는 건강한 자료와 이천로컬푸드로 맛을 낸 지중해식 건강요리와 초밥을 함께 맛볼 수 있는 이탈리안 레스토랑이다. 특급호텔 출신 총괄 쉐프인 레스토랑 주인이 직접 요리를 한다. 기업행사, 파티, 결혼식 피로연, 가족행사, 그리고 데이트 코스 등 다양한 행사에 이용 가능하다. 들어가는 입구는 나무의 숲이 잘 정돈되어 있어 짧지만 걷기 좋은 길이다. 주말 저녁 창가 자리는 인기가 많아 예약을 하고 방문해야 한다."
2761475,39,김앤김,2.0211E+13,2.02501E+13,,,"<a href=""http://instagram.com/KimAndKim_main/"" target=""_blank"" title=""새창 : 김앤김 사이트로 이동"">http://instagram.com/KimAndKim_main/</a>",,http://tong.visitkorea.or.kr/cms/resource/72/2761472_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2761472_image3_1.jpg,Type3,31,15,A05,A0502,A05020100,경기도 안산시 단원구 대선로 384,,15646,126.5730282,37.23989887,6,"김앤김은 경기도 안산시 단원구에 있는 수제돈가스 전문점이다. 대표메뉴인 수제 돈가스는 저렴한 가격에 양이 푸짐하다. 바삭하고 고소한 튀김이 느끼하지 않다. 돈가스 외에도 냉면과 떡볶이를 판매하는데, 자극적이지 않은 감칠맛으로 대부도 맛집으로 소문나 있다. 넓은 실내공간을 보유하고 있어 쾌적하게 식사가 가능하지만 주차공간은 조금 협소하다. 재료 소진으로 조기마감하는 경우 인스타그램으로 공지가 되므로 방문 전 확인해 보는 것이 좋다."
2671266,39,김영애숯고개부대찌개,2.02009E+13,2.02103E+13,031-666-2768,김영애숯고개부대찌개,,,http://tong.visitkorea.or.kr/cms/resource/30/2671330_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2671330_image2_1.jpg,Type3,31,28,A05,A0502,A05020100,경기도 평택시 쇼핑로 39-3,,17758,127.0538611,37.08130071,6,한국 미식프로그램에 소개된 곳으로 2018 경기 최우수 레스토랑으로 선정된 곳이다. 경기도 평택시에 있는 한식 전문점이다. 대표메뉴는 부대찌개다.
2843114,39,김정수할머니메밀국수보쌈,2.02208E+13,2.02402E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/02/2843102_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2843102_image3_1.jpg,Type3,31,11,A05,A0502,A05020100,경기도 부천시 길주로560번길 48 춘의동상가,,14655,126.8044942,37.50475276,6,"김정수할머니메밀국수보쌈은 부천시 춘의동에 있는 메밀막국수 전문점이다. 1977년 김정수 할머니가 (구) 속초공항 인근 장산리에서 처음 장사를 시작해서 지금까지 명맥을 유지하고 있으며 이곳은 작은 아들이 운영 중이다. 건물 1층과 앞에는 넓은 주차장이 있다. 매장은 깔끔하고 넓으며 테이블이 많이 있다. 이곳은 동치미 국물과 함께 먹는 메밀막국수와 보쌈이 대표 메뉴이고 비빔 막국수, 온면 막국수, 옹심메밀칼국수, 들깨메밀칼국수, 메밀파전, 감자전, 메밀찜만두 등도 많이 찾는다. 포장은 보쌈만 된다. 7호선 부천종합운동장역과 까치울역 중간쯤으로 근처에 원미산과 원미공원, 부천어린이천문대, 부천백만송이장미원 등이 있다."
2761196,39,김제한우,2.0211E+13,2.02412E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/91/2761191_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/91/2761191_image2_1.jpeg,Type3,31,15,A05,A0502,A05020100,경기도 안산시 단원구 광덕서로 48,(고잔동),15476,126.8273031,37.30894812,6,"김제한우는 경기도 안산시 단원구에 위치한 고깃집으로, 1+와 1++등급의 한우만 취급한다. 매일 직송되는 신선한 재료만을 사용하여 고소하고 담백한 맛의 음식을 맛볼 수 있다. 편안한 분위기의 넓은 실내에서 모임을 하기 좋으며 항상 친절한 서비스를 제공하여 편안한 식사를 즐길 수 있다. 한우 외에도 삼겹살이나 돼지갈비를 판매하며 육회비빔밥, 한우 불고기 정식, 갈비탕 등의 식사류도 판매해 부담 없이 이용할 수 있다."
2765224,39,김초생초,2.02111E+13,2.02501E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/99/2765299_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2765299_image2_1.jpg,Type3,31,12,A05,A0502,A05020300,경기도 성남시 분당구 대왕판교로 255,(궁내동),13550,127.1011072,37.36651577,6,"힐튼호텔 출신 조리장이 운영하는 정통 초밥 전문점이다. 메뉴로 새우, 계란말이, 광어, 연어, 도미 등의 초밥을 낱개로 주문할 수 있으며, 모둠 초밥, 가락국수, 장어덮밥 등이 있다. 그중 초밥(8p)과 우동(½)이 제공되는 평일 점심 세트 메뉴가 인기다. 전화주문 후 차에서 바로 픽업할 수 있는 Drive Take-out 서비스를 운영하고 있다."
2846785,39,김태연국민동태탕찜,2.02208E+13,2.02402E+13,,,"<a href=""http://nationpollack.co.kr/""target=""_blank"" title=""새창 : 김태연국민동태탕찜 사이트로 이동"">http://nationpollack.co.kr/</a>",,http://tong.visitkorea.or.kr/cms/resource/65/2846765_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2846765_image3_1.jpg,Type3,31,8,A05,A0502,A05020100,경기도 김포시 김포대로 839 보보스프라자,111호,10110,126.720332,37.61944626,6,"김태연국민동태탕찜은 경기도 김포시 사우동에 있는 동태요리전문점이다. 사우역 3번 출구와 가깝다. 
‘바다양푼이동태탕’으로 영업을 시작했다가 상호를 변경, 현재 전국에 가맹점을 확장하고 있다. 산지에서 급속 냉동한 신선한 동태를 매일 직접 손질하고 조리하여 식탁에 올리고 있다.
메뉴는 양푼이 동태탕, 동태내장탕, 알곤이탕, 섞어탕, 대구탕이 있고 동태찜, 코다리조림, 치즈 돈가스도 있다. 저렴한 가격으로 동태탕과 동태찜, 동태전을 맛볼 수 있어 가족 회식이나 단체 모임을 하기 좋다. 방문 포장도 가능한 탕과 찜 전문 식당이다. 
※ 반려동물 동반불가 (단, 안내견은 가능)"
2844435,39,김포1번가 구이센터,2.02208E+13,2.02401E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/32/2844432_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2844432_image3_1.jpg,Type3,31,8,A05,A0502,A05020100,경기도 김포시 대명항로 296,,10039,126.5877349,37.65051529,6,"김포 1번가 구이센터는 김포 대명포구로 가는 대로변에 있다. 김포 1번가 축산물 도매시장 2층에 구이 센터가 있으며 1층에서 생산, 가공, 유통, 판매 공정을 소비자가 직접 눈으로 확인하며 고기를 구매할 수 있다. 당일 생산, 당일 가공, 당일 판매를 원칙으로 늘 신선하고 좋은 품질의 고기를 판매한다. 냉동육과 다양한 가공식품도 함께 구매할 수 있다. 1층에서 원하는 부위의 고기를 구매 후, 2층에서 상차림 비용을 내고 구워 먹는 시스템이다. 기본 반찬으로 깍두기, 콘 샐러드가 제공되고, 셀프 바를 이용해 추가로 가져다 먹을 수 있다. 넓은 공간에서 쾌적하게 음식을 즐길 수 있으며 3층에는 옥상정원이 있다."
2869069,39,김포금쌀밥집 지미재,2.0221E+13,2.02405E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/66/2869066_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2869066_image3_1.jpg,Type3,31,8,A05,A0502,A05020100,경기도 김포시 석모로73번길 114-10,,10065,126.6429243,37.6484554,6,"김포금쌀밥집 지미재는 석모리에 있는 한정식 맛집이다. 5,000년 전통의 김포 금쌀만을 사용해 지은 밥으로 '한 상 정식' 한 가지 메뉴만을 제공하고 있다. 상차림이 완료된 식탁의 상판이 슬라이딩으로 단번에 서빙되는 시스템이다. 지미재는 한정식 전문점답게 고기와 생선, 전, 나물 등 이십여 가지의 반찬이 한 상 푸짐하게 나온다. 대부분의 반찬은 무한 리필해서 먹을 수 있고, 황태구이, 고등어, 수육은 한 번만 리필할 수 있다. 온 가족이 푸짐한 식사를 즐길 수 있는 가성비 좋은 한정식 맛집이다.?
※반려동물 동반 불가(단, 안내견은 가능)"
2844441,39,김포돈가스,2.02208E+13,2.02402E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/36/2844436_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2844436_image3_1.jpg,Type3,31,8,A05,A0502,A05020200,경기도 김포시 김포대로 2419,,10029,126.5805426,37.69657369,6,"김포돈가스는 김포에서 강화대교 가는 길에 있는 돈가스 전문점이다. 목조 건축물 느낌이 나는 단독 건물로 주변 공간이 넉넉하여 주차하기에 편리하다. 왕 돈가스를 비롯하여 등심 돈가스, 안심 돈가스, 생선 가스, 치즈 가스, 카레 가스, 모둠 가스 등 다양한 돈가스를 맛볼 수 있다. 돈가스 고기는 제주산 돼지고기만을 사용한다. 주문 즉시 추억의 수프가 나오며, 밥은 김포 금쌀만 사용한다. 매장 내부는 우드톤으로 깔끔하며, 주방도 잘 정돈되어 있어 청결해 보인다. 주변에 문수산성, 통진항교가 있어 연계 관광이 수월하다.  
※반려동물 동반 불가(단, 안내견은 가능)"
2863120,39,김포밤나무집,2.0221E+13,2.02406E+13,,,"<a href=""https://bamnamoohouse.modoo.at/""target=""_blank"" title=""새창 : 김포밤나무집 사이트로 이동"">https://bamnamoohouse.modoo.at/</a>",,http://tong.visitkorea.or.kr/cms/resource/98/2863098_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/2863098_image3_1.JPG,Type3,31,8,A05,A0502,A05020100,경기도 김포시 석모1로187번길 5-13,,10055,126.649865,37.66203172,6,"김포밤나무집은 경기도 김포시 양촌읍 석모리에 있는 백숙과 삼계탕 전문점이다. 넓은 주차장이 완비된 가마솥 백숙 식당으로 건강한 식료만 사용한다. 대표 메뉴는 누룽지와 함께 조리한 한방누룽지 백숙, 능이백숙(오리, 닭), 닭볶음탕, 옻(오리, 닭)백숙이 있다. 커다란 가마솥에 다양한 한방약재를 넣어 장작불로 닭과 오리를 끓여 국물맛이 깊고 진하다. 밑반찬을 직접 만들어 제공하여 마치 시골 집밥을 먹는 느낌이다. 모든 요리는 주문과 동시에 만들기 때문에 음식이 준비되는 시간은 메뉴에 따라서 40분 ~1시간이 소요되므로 예약하고 방문하는 것이 좋다.
※ 반려동물 동반 불가(단, 안내견은 가능)"
2874671,39,김포한탄강,2.0221E+13,2.02404E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/70/2874670_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2874670_image3_1.jpg,Type3,31,8,A05,A0502,A05020100,경기도 김포시 김포대로 1466,,10072,126.6700217,37.65482458,6,"김포한탄강은 민물매운탕 전문점이다. 메기와 참게, 빠가사리 중 선택할 수 있으며, 참게+빠가사리, 메기+참게+빠가사리도 있다. 기본으로 수제비와 떡, 라면 사리를 서비스로 제공한다. 그 외 계절별로 왕새우 소금구이와 새우찜, 전어구이 등을 먹을 수도 있다. 포장도 가능하며, 카운터에는 옥수수와 건표고버섯 등 곡식과 볶음콩 등 주전부리도 판매하고 있다. 얼큰한 민물매운탕 한 그릇에 쫄깃한 수제비와 맛있는 떡, 라면사리까지 함께 푸짐하게 맛보고 싶다면 김포한탄강을 방문하는 것을 추천한다."
